618.63,636.037,0,0
959.167,626.333,0.022,0
1291.52,617.957,0.044,0
1611,611.826,0.066,0
1920.69,607.115,0.088,0
2217.31,601.577,0.11,0
2503.28,597.278,0.132,0
2778.7,592.65,0.154,0
3041.7,590.174,0.176,0
3293,588.381,0.198,0
3532.4,588.15,0.22,0
656,969.042,0,0.022
990.792,954.875,0.022,0.022
1315.89,941.167,0.044,0.022
1630.33,931.852,0.066,0.022
1930.78,921.63,0.088,0.022
2220.05,910.286,0.11,0.022
2500.16,898.158,0.132,0.022
2769.4,887.8,0.154,0.022
3028.5,878.5,0.176,0.022
3276.16,871.053,0.198,0.022
3512.35,864.412,0.22,0.022
695.75,1288.75,0,0.044
1022.21,1270.17,0.022,0.044
1341.52,1252.05,0.044,0.044
1647.56,1234.92,0.066,0.044
1940.79,1220.38,0.088,0.044
2221.42,1203.53,0.11,0.044
2494.89,1186.68,0.132,0.044
2760.5,1171,0.154,0.044
3014.88,1156.88,0.176,0.044
3258.57,1143.61,0.198,0.044
3491.43,1131.62,0.22,0.044
734.167,1593.42,0,0.066
1052.6,1569.92,0.022,0.066
1365.42,1545.96,0.044,0.066
1664.29,1523.77,0.066,0.066
1949.27,1501.91,0.088,0.066
2223.42,1481.54,0.11,0.066
2490.78,1461.72,0.132,0.066
2751.27,1442.32,0.154,0.066
3001.16,1423.68,0.176,0.066
3242.04,1405.36,0.198,0.066
3470.05,1388.86,0.22,0.066
770.667,1884.58,0,0.088
1082.04,1855.46,0.022,0.088
1385.74,1826.96,0.044,0.088
1678.29,1798.54,0.066,0.088
1957.55,1771.82,0.088,0.088
2226.27,1747.41,0.11,0.088
2488.21,1725.05,0.132,0.088
2742.78,1702.44,0.154,0.088
2988.05,1680.65,0.176,0.088
3223.5,1658.5,0.198,0.088
3448.67,1636.95,0.22,0.088
809.522,2160.7,0,0.11
1111.36,2128.82,0.022,0.11
1405.5,2097,0.044,0.11
1690.82,2064.41,0.066,0.11
1965.12,2033.75,0.088,0.11
2229.57,2005.24,0.11,0.11
2486.63,1978.63,0.132,0.11
2734.82,1952.64,0.154,0.11
2975.32,1926.37,0.176,0.11
3205.89,1900.67,0.198,0.11
3426.65,1875.41,0.22,0.11
